hotelid,outbounddeparturedatetime,inbounddeparturedatetime,countadults,countchildren,price,inbounddepartureairport,outboundarrivalairport,inboundarrivaldatetime,outbounddepartureairport,inboundarrivalairport,outboundarrivaldatetime,mealtype,oceanview,roomtype
838,2023-05-23T19:00:00+00:00,2023-06-05T20:00:00+00:00,2,0,3432,PMI,PMI,2023-06-05T22:20:00+00:00,CGN,CGN,2023-05-23T21:20:00+00:00,ALLINCLUSIVE,False,DOUBLE
201,2023-05-30T06:25:00+00:00,2023-06-06T09:15:00+00:00,2,0,1048,PMI,PMI,2023-06-06T18:55:00+00:00,SZG,SZG,2023-05-30T14:20:00+00:00,BREAKFAST,False,DOUBLE
634,2023-05-30T06:25:00+00:00,2023-06-06T09:15:00+00:00,2,0,2230,PMI,PMI,2023-06-06T18:55:00+00:00,SZG,SZG,2023-05-30T14:20:00+00:00,BREAKFAST,False,DOUBLE
212,2023-03-03T00:00:00+00:00,2023-03-10T00:00:00+00:00,2,0,976,PMI,PMI,2023-03-10T22:20:00+00:00,BER,BER,2023-03-03T21:10:00+00:00,BREAKFAST,False,DOUBLE
578,2023-06-03T10:50:00+00:00,2023-06-13T12:25:00+00:00,2,2,5108,PMI,PMI,2023-06-13T17:50:00+00:00,FRA,FRA,2023-06-03T18:25:00+00:00,HALFBOARD,False,APARTMENT
213,2023-08-28T05:50:00+00:00,2023-09-04T08:10:00+00:00,2,0,1544,PMI,PMI,2023-09-04T10:30:00+00:00,DUS,DUS,2023-08-28T08:15:00+00:00,ALLINCLUSIVE,False,DOUBLE
287,2023-07-10T10:55:00+00:00,2023-07-17T16:55:00+00:00,2,0,1478,PMI,PMI,2023-07-17T21:35:00+00:00,HAJ,HAJ,2023-07-10T16:05:00+00:00,HALFBOARD,False,DOUBLE
743,2023-07-10T10:55:00+00:00,2023-07-17T16:55:00+00:00,2,0,1736,PMI,PMI,2023-07-17T21:35:00+00:00,HAJ,HAJ,2023-07-10T16:05:00+00:00,HALFBOARD,False,DOUBLE
283,2023-07-10T10:55:00+00:00,2023-07-17T16:55:00+00:00,2,0,1742,PMI,PMI,2023-07-17T21:35:00+00:00,HAJ,HAJ,2023-07-10T16:05:00+00:00,HALFBOARD,False,DOUBLE
132,2023-06-16T05:30:00+00:00,2023-06-22T09:15:00+00:00,2,1,1977,PMI,PMI,2023-06-22T11:30:00+00:00,FRA,FRA,2023-06-16T07:45:00+00:00,BREAKFAST,False,DOUBLE
174,2023-07-06T00:00:00+00:00,2023-07-12T00:00:00+00:00,3,1,3288,PMI,PMI,2023-07-12T13:50:00+00:00,HAJ,HAJ,2023-07-06T23:25:00+00:00,NONE,False,DOUBLE
497,2023-07-06T00:00:00+00:00,2023-07-12T00:00:00+00:00,3,1,3381,PMI,PMI,2023-07-12T13:50:00+00:00,HAJ,HAJ,2023-07-06T23:25:00+00:00,BREAKFAST,False,DOUBLE
273,2023-05-23T00:00:00+00:00,2023-06-02T00:00:00+00:00,1,0,1429,PMI,PMI,2023-06-02T12:15:00+00:00,DUS,DUS,2023-05-23T19:05:00+00:00,ALLINCLUSIVE,False,STUDIO
756,2023-06-08T00:00:00+00:00,2023-06-17T00:00:00+00:00,2,0,1910,PMI,PMI,2023-06-17T11:25:00+00:00,FKB,FKB,2023-06-08T23:25:00+00:00,NONE,False,APARTMENT
189,2023-06-26T00:00:00+00:00,2023-07-06T00:00:00+00:00,2,0,2189,PMI,PMI,2023-07-06T21:30:00+00:00,CGN,CGN,2023-06-26T17:25:00+00:00,HALFBOARD,False,DOUBLE
433,2023-08-31T00:00:00+00:00,2023-09-09T00:00:00+00:00,2,2,2900,PMI,PMI,2023-09-09T20:20:00+00:00,DUS,DUS,2023-08-31T18:40:00+00:00,HALFBOARD,False,DOUBLE
783,2023-08-09T00:00:00+00:00,2023-08-21T00:00:00+00:00,2,2,8075,PMI,PMI,2023-08-21T22:45:00+00:00,STR,STR,2023-08-09T20:10:00+00:00,HALFBOARD,False,FAMILY
827,2023-06-05T00:00:00+00:00,2023-06-08T00:00:00+00:00,8,0,2800,PMI,PMI,2023-06-08T10:05:00+00:00,BER,BER,2023-06-05T21:55:00+00:00,BREAKFAST,False,DOUBLE
89,2023-06-19T00:00:00+00:00,2023-06-23T00:00:00+00:00,2,0,1220,PMI,PMI,2023-06-23T11:30:00+00:00,LEJ,LEJ,2023-06-19T17:15:00+00:00,HALFBOARD,False,DOUBLE
314,2023-06-12T06:25:00+00:00,2023-06-23T19:25:00+00:00,2,0,1536,PMI,PMI,2023-06-23T21:30:00+00:00,STR,STR,2023-06-12T08:30:00+00:00,BREAKFAST,False,DOUBLE
111,2023-08-30T21:50:00+00:00,2023-09-03T07:10:00+00:00,4,0,2960,PMI,PMI,2023-09-03T10:05:00+00:00,BER,BER,2023-08-31T00:35:00+00:00,HALFBOARD,False,STUDIO
377,2023-07-29T07:15:00+00:00,2023-08-05T10:30:00+00:00,1,2,2517,PMI,PMI,2023-08-05T12:55:00+00:00,DUS,DUS,2023-07-29T09:30:00+00:00,ALLINCLUSIVE,False,DOUBLE
342,2023-06-05T00:00:00+00:00,2023-06-10T00:00:00+00:00,3,0,1451,PMI,PMI,2023-06-10T10:05:00+00:00,BER,BER,2023-06-05T21:55:00+00:00,BREAKFAST,False,TRIPLE
969,2023-09-07T05:55:00+00:00,2023-09-15T10:05:00+00:00,1,0,927,PMI,PMI,2023-09-15T12:10:00+00:00,STR,STR,2023-09-07T08:00:00+00:00,BREAKFAST,False,STUDIO
211,2023-06-18T18:20:00+00:00,2023-06-22T09:00:00+00:00,2,0,1132,PMI,PMI,2023-06-22T11:05:00+00:00,STR,STR,2023-06-18T20:20:00+00:00,HALFBOARD,False,DOUBLE
950,2023-03-31T03:40:00+00:00,2023-04-05T23:15:00+00:00,1,1,2620,PMI,PMI,2023-04-06T01:45:00+00:00,FMO,FMO,2023-03-31T06:00:00+00:00,NONE,False,DOUBLE
417,2023-06-27T19:00:00+00:00,2023-07-11T07:20:00+00:00,2,2,4920,PMI,PMI,2023-07-11T09:40:00+00:00,CGN,CGN,2023-06-27T21:20:00+00:00,NONE,False,DELUXE
540,2023-07-18T19:00:00+00:00,2023-07-24T22:30:00+00:00,2,0,1708,PMI,PMI,2023-07-25T00:50:00+00:00,CGN,CGN,2023-07-18T21:20:00+00:00,BREAKFAST,False,DOUBLE
793,2023-06-01T03:30:00+00:00,2023-06-11T08:10:00+00:00,1,2,2742,PMI,PMI,2023-06-11T10:25:00+00:00,NUE,NUE,2023-06-01T05:40:00+00:00,ALLINCLUSIVE,False,STUDIO
409,2023-08-02T10:55:00+00:00,2023-08-08T16:55:00+00:00,2,0,1714,PMI,PMI,2023-08-08T21:35:00+00:00,HAJ,HAJ,2023-08-02T16:05:00+00:00,HALFBOARD,False,DOUBLE
125,2023-09-15T00:00:00+00:00,2023-09-22T00:00:00+00:00,4,0,2459,PMI,PMI,2023-09-22T10:30:00+00:00,HAM,HAM,2023-09-15T17:45:00+00:00,ALLINCLUSIVE,False,DOUBLE
877,2023-05-20T00:00:00+00:00,2023-05-26T00:00:00+00:00,2,0,1874,PMI,PMI,2023-05-26T12:55:00+00:00,FRA,FRA,2023-05-20T07:45:00+00:00,ALLINCLUSIVE,True,DOUBLE
425,2023-05-07T15:45:00+00:00,2023-05-16T08:20:00+00:00,2,1,3820,PMI,PMI,2023-05-16T10:25:00+00:00,FKB,FKB,2023-05-07T17:45:00+00:00,BREAKFAST,False,DOUBLE
314,2023-04-06T00:00:00+00:00,2023-04-12T00:00:00+00:00,2,0,1201,PMI,PMI,2023-04-12T10:35:00+00:00,BER,BER,2023-04-06T14:25:00+00:00,BREAKFAST,False,DOUBLE
277,2023-07-17T16:45:00+00:00,2023-07-23T08:50:00+00:00,3,0,3201,PMI,PMI,2023-07-23T11:25:00+00:00,FKB,FKB,2023-07-17T18:45:00+00:00,ALLINCLUSIVE,False,SUITE
538,2023-06-14T00:00:00+00:00,2023-06-23T00:00:00+00:00,2,2,2631,PMI,PMI,2023-06-23T12:55:00+00:00,FRA,FRA,2023-06-14T18:25:00+00:00,HALFBOARD,False,DOUBLE
73,2023-03-31T00:00:00+00:00,2023-04-14T00:00:00+00:00,2,0,1927,PMI,PMI,2023-04-14T16:40:00+00:00,SCN,SCN,2023-03-31T19:25:00+00:00,NONE,False,DOUBLE
258,2023-06-25T00:00:00+00:00,2023-06-30T00:00:00+00:00,2,0,1365,PMI,PMI,2023-06-30T11:20:00+00:00,SCN,SCN,2023-06-25T19:30:00+00:00,ALLINCLUSIVE,False,DOUBLE
444,2023-09-20T00:00:00+00:00,2023-09-27T00:00:00+00:00,2,0,1948,PMI,PMI,2023-09-27T08:30:00+00:00,BSL,BSL,2023-09-20T23:45:00+00:00,BREAKFAST,True,DOUBLE
730,2023-09-21T00:00:00+00:00,2023-09-30T00:00:00+00:00,2,0,1484,PMI,PMI,2023-09-30T10:35:00+00:00,DUS,DUS,2023-09-21T17:55:00+00:00,NONE,False,STUDIO
411,2023-05-08T17:05:00+00:00,2023-05-13T06:20:00+00:00,2,0,1376,PMI,PMI,2023-05-13T08:45:00+00:00,CGN,CGN,2023-05-08T19:25:00+00:00,ALLINCLUSIVE,False,DOUBLE
265,2023-06-02T00:00:00+00:00,2023-06-16T00:00:00+00:00,2,0,2258,PMI,PMI,2023-06-16T11:05:00+00:00,CGN,CGN,2023-06-02T20:40:00+00:00,HALFBOARD,False,STUDIO
143,2023-09-23T00:00:00+00:00,2023-09-30T00:00:00+00:00,2,0,1479,PMI,PMI,2023-09-30T21:25:00+00:00,CGN,CGN,2023-09-23T11:30:00+00:00,BREAKFAST,False,DOUBLE
934,2023-09-23T00:00:00+00:00,2023-09-30T00:00:00+00:00,2,0,1466,PMI,PMI,2023-09-30T21:25:00+00:00,CGN,CGN,2023-09-23T11:30:00+00:00,NONE,False,APARTMENT
954,2023-09-23T00:00:00+00:00,2023-09-30T00:00:00+00:00,2,0,4443,PMI,PMI,2023-09-30T21:25:00+00:00,CGN,CGN,2023-09-23T11:30:00+00:00,NONE,False,DOUBLE
19,2023-05-10T13:10:00+00:00,2023-05-19T08:35:00+00:00,2,1,2265,PMI,PMI,2023-05-19T11:05:00+00:00,FRA,FRA,2023-05-10T15:15:00+00:00,BREAKFAST,False,DOUBLE
158,2023-08-05T06:10:00+00:00,2023-08-12T15:25:00+00:00,2,0,1664,PMI,PMI,2023-08-12T22:25:00+00:00,LUX,LUX,2023-08-05T14:40:00+00:00,BREAKFAST,False,DOUBLE
696,2023-07-11T20:00:00+00:00,2023-07-20T07:10:00+00:00,2,1,4158,PMI,PMI,2023-07-20T10:05:00+00:00,BER,BER,2023-07-11T22:45:00+00:00,BREAKFAST,True,DELUXE
119,2023-04-07T18:30:00+00:00,2023-04-14T15:15:00+00:00,2,2,1748,PMI,PMI,2023-04-14T17:30:00+00:00,HHN,HHN,2023-04-07T20:35:00+00:00,NONE,False,APARTMENT
635,2023-08-23T00:00:00+00:00,2023-08-29T00:00:00+00:00,1,0,1609,PMI,PMI,2023-08-29T10:25:00+00:00,DUS,DUS,2023-08-23T18:05:00+00:00,NONE,False,STUDIO
979,2023-08-23T00:00:00+00:00,2023-08-29T00:00:00+00:00,1,0,2760,PMI,PMI,2023-08-29T10:25:00+00:00,DUS,DUS,2023-08-23T18:05:00+00:00,BREAKFAST,False,SUITE
869,2023-08-02T00:00:00+00:00,2023-08-11T00:00:00+00:00,2,2,9538,PMI,PMI,2023-08-11T10:20:00+00:00,DUS,DUS,2023-08-02T18:40:00+00:00,HALFBOARD,False,APARTMENT
360,2023-08-21T16:50:00+00:00,2023-09-03T09:20:00+00:00,2,2,3228,PMI,PMI,2023-09-03T11:40:00+00:00,DUS,DUS,2023-08-21T19:15:00+00:00,NONE,False,APARTMENT
986,2023-06-10T18:50:00+00:00,2023-06-14T23:15:00+00:00,2,2,1572,PMI,PMI,2023-06-15T01:45:00+00:00,FMO,FMO,2023-06-10T21:10:00+00:00,BREAKFAST,False,ACCORDINGDESCRIPTION
562,2023-10-07T00:00:00+00:00,2023-10-20T00:00:00+00:00,2,0,2687,PMI,PMI,2023-10-20T11:40:00+00:00,CGN,CGN,2023-10-07T22:05:00+00:00,BREAKFAST,False,DOUBLE
827,2023-09-20T00:00:00+00:00,2023-09-28T00:00:00+00:00,2,0,2006,PMI,PMI,2023-09-28T12:20:00+00:00,MUC,MUC,2023-09-20T15:15:00+00:00,BREAKFAST,False,SUITE
735,2023-06-19T17:45:00+00:00,2023-06-25T09:05:00+00:00,2,0,1140,PMI,PMI,2023-06-25T11:10:00+00:00,MUC,MUC,2023-06-19T19:55:00+00:00,BREAKFAST,False,DOUBLE
134,2023-04-09T00:00:00+00:00,2023-04-13T00:00:00+00:00,2,0,830,PMI,PMI,2023-04-13T15:25:00+00:00,FMM,FMM,2023-04-09T16:45:00+00:00,HALFBOARD,False,DOUBLE
86,2023-06-24T00:00:00+00:00,2023-07-03T00:00:00+00:00,2,0,1268,PMI,PMI,2023-07-03T14:55:00+00:00,NUE,NUE,2023-06-24T19:10:00+00:00,BREAKFAST,False,DOUBLE
569,2023-04-07T05:55:00+00:00,2023-04-14T07:45:00+00:00,2,0,1280,PMI,PMI,2023-04-14T10:30:00+00:00,HAM,HAM,2023-04-07T08:40:00+00:00,BREAKFAST,True,DOUBLE
289,2023-04-26T00:00:00+00:00,2023-05-05T00:00:00+00:00,2,0,900,PMI,PMI,2023-05-05T12:20:00+00:00,MUC,MUC,2023-04-26T08:05:00+00:00,NONE,False,STUDIO
418,2023-04-26T00:00:00+00:00,2023-05-05T00:00:00+00:00,2,0,1678,PMI,PMI,2023-05-05T12:20:00+00:00,MUC,MUC,2023-04-26T08:05:00+00:00,BREAKFAST,False,DOUBLE
62,2023-08-22T09:55:00+00:00,2023-08-29T09:30:00+00:00,1,0,1034,PMI,PMI,2023-08-29T12:20:00+00:00,HAM,HAM,2023-08-22T12:40:00+00:00,HALFBOARD,False,SINGLE
509,2023-04-08T15:45:00+00:00,2023-04-14T09:15:00+00:00,2,0,1020,PMI,PMI,2023-04-14T11:35:00+00:00,DUS,DUS,2023-04-08T18:10:00+00:00,BREAKFAST,False,DOUBLE
573,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,2,0,1759,PMI,PMI,2023-03-27T11:35:00+00:00,DUS,DUS,2023-03-20T08:10:00+00:00,HALFBOARD,False,DOUBLE
769,2023-09-02T00:00:00+00:00,2023-09-08T00:00:00+00:00,2,0,2444,PMI,PMI,2023-09-08T12:00:00+00:00,BRE,BRE,2023-09-02T22:45:00+00:00,BREAKFAST,False,APARTMENT
991,2023-09-02T00:00:00+00:00,2023-09-08T00:00:00+00:00,2,0,1396,PMI,PMI,2023-09-08T12:00:00+00:00,BRE,BRE,2023-09-02T22:45:00+00:00,NONE,False,DOUBLE
547,2023-07-26T05:30:00+00:00,2023-08-01T16:05:00+00:00,1,1,2418,PMI,PMI,2023-08-01T18:25:00+00:00,FRA,FRA,2023-07-26T07:45:00+00:00,HALFBOARD,False,DOUBLE
613,2023-06-24T00:00:00+00:00,2023-07-07T00:00:00+00:00,2,1,4003,PMI,PMI,2023-07-07T13:15:00+00:00,FRA,FRA,2023-06-24T17:25:00+00:00,NONE,False,SUITE
257,2023-05-14T00:00:00+00:00,2023-05-20T00:00:00+00:00,2,0,1834,PMI,PMI,2023-05-20T11:10:00+00:00,MUC,MUC,2023-05-14T19:55:00+00:00,ALLINCLUSIVE,False,DOUBLE
397,2023-05-14T00:00:00+00:00,2023-05-20T00:00:00+00:00,2,0,887,PMI,PMI,2023-05-20T11:10:00+00:00,MUC,MUC,2023-05-14T19:55:00+00:00,BREAKFAST,False,DOUBLE
794,2023-05-14T00:00:00+00:00,2023-05-20T00:00:00+00:00,2,0,3413,PMI,PMI,2023-05-20T11:10:00+00:00,MUC,MUC,2023-05-14T19:55:00+00:00,BREAKFAST,False,SUITE
962,2023-10-07T05:20:00+00:00,2023-10-14T08:30:00+00:00,2,0,1290,PMI,PMI,2023-10-14T11:00:00+00:00,AMS,AMS,2023-10-07T07:45:00+00:00,BREAKFAST,False,DOUBLE
52,2023-09-12T06:00:00+00:00,2023-09-17T07:35:00+00:00,2,0,1466,PMI,PMI,2023-09-17T09:50:00+00:00,FMO,FMO,2023-09-12T08:25:00+00:00,BREAKFAST,False,DOUBLE
668,2023-07-08T04:45:00+00:00,2023-07-15T02:55:00+00:00,3,0,2223,PMI,PMI,2023-07-15T05:10:00+00:00,FRA,FRA,2023-07-08T06:50:00+00:00,NONE,False,APARTMENT
76,2023-06-03T00:00:00+00:00,2023-06-08T00:00:00+00:00,2,1,1419,PMI,PMI,2023-06-08T22:10:00+00:00,SZG,SZG,2023-06-03T18:10:00+00:00,NONE,False,DOUBLE
44,2023-05-23T00:00:00+00:00,2023-05-31T00:00:00+00:00,2,0,1648,PMI,PMI,2023-05-31T09:50:00+00:00,LEJ,LEJ,2023-05-23T16:45:00+00:00,HALFBOARD,False,DOUBLE
139,2023-04-19T06:20:00+00:00,2023-04-24T17:25:00+00:00,2,0,902,PMI,PMI,2023-04-24T23:05:00+00:00,HAJ,HAJ,2023-04-19T14:25:00+00:00,NONE,False,STUDIO
180,2023-04-19T13:00:00+00:00,2023-04-24T17:25:00+00:00,2,0,1038,PMI,PMI,2023-04-24T23:05:00+00:00,HAJ,HAJ,2023-04-19T17:20:00+00:00,NONE,False,APARTMENT
462,2023-05-31T00:00:00+00:00,2023-06-08T00:00:00+00:00,2,1,2497,PMI,PMI,2023-06-08T10:25:00+00:00,ZRH,ZRH,2023-05-31T14:40:00+00:00,HALFBOARD,False,DOUBLE
797,2023-08-03T17:10:00+00:00,2023-08-10T09:10:00+00:00,2,0,2282,PMI,PMI,2023-08-10T11:40:00+00:00,LEJ,LEJ,2023-08-03T19:40:00+00:00,HALFBOARD,False,DOUBLE
547,2023-06-29T05:30:00+00:00,2023-07-08T02:55:00+00:00,2,0,2752,PMI,PMI,2023-07-08T05:10:00+00:00,FRA,FRA,2023-06-29T07:45:00+00:00,HALFBOARD,False,DOUBLE
644,2023-09-02T04:40:00+00:00,2023-09-11T22:30:00+00:00,2,0,2412,PMI,PMI,2023-09-12T00:50:00+00:00,CGN,CGN,2023-09-02T07:00:00+00:00,NONE,False,SINGLE
775,2023-03-18T00:00:00+00:00,2023-03-25T00:00:00+00:00,1,0,3210,PMI,PMI,2023-03-25T10:30:00+00:00,HAM,HAM,2023-03-18T20:50:00+00:00,NONE,False,SINGLE
383,2023-04-13T08:55:00+00:00,2023-04-20T11:05:00+00:00,2,0,1490,PMI,PMI,2023-04-20T15:40:00+00:00,PRG,PRG,2023-04-13T18:20:00+00:00,ALLINCLUSIVE,False,DOUBLE
603,2023-07-20T00:00:00+00:00,2023-07-27T00:00:00+00:00,1,1,1778,PMI,PMI,2023-07-27T10:10:00+00:00,DUS,DUS,2023-07-20T17:55:00+00:00,BREAKFAST,False,DOUBLE
582,2023-06-19T00:00:00+00:00,2023-06-26T00:00:00+00:00,2,0,1703,PMI,PMI,2023-06-26T12:20:00+00:00,BER,BER,2023-06-19T21:55:00+00:00,NONE,False,DOUBLE
843,2023-06-19T00:00:00+00:00,2023-06-26T00:00:00+00:00,2,0,4288,PMI,PMI,2023-06-26T12:20:00+00:00,BER,BER,2023-06-19T21:55:00+00:00,NONE,False,DOUBLE
980,2023-09-02T16:55:00+00:00,2023-09-09T13:40:00+00:00,2,0,1720,PMI,PMI,2023-09-09T15:55:00+00:00,NUE,NUE,2023-09-02T19:10:00+00:00,HALFBOARD,False,DOUBLE
798,2023-04-14T05:50:00+00:00,2023-04-21T09:15:00+00:00,2,0,714,PMI,PMI,2023-04-21T11:35:00+00:00,DUS,DUS,2023-04-14T08:15:00+00:00,BREAKFAST,False,DOUBLE
560,2023-07-10T00:00:00+00:00,2023-07-17T00:00:00+00:00,2,1,4464,PMI,PMI,2023-07-17T10:30:00+00:00,DUS,DUS,2023-07-10T18:30:00+00:00,HALFBOARD,False,SUITE
41,2023-03-30T00:00:00+00:00,2023-04-05T00:00:00+00:00,1,0,902,PMI,PMI,2023-04-05T10:25:00+00:00,FKB,FKB,2023-03-30T19:50:00+00:00,NONE,False,STUDIO
132,2023-06-17T19:45:00+00:00,2023-06-24T08:25:00+00:00,2,1,2178,PMI,PMI,2023-06-24T10:45:00+00:00,CGN,CGN,2023-06-17T22:05:00+00:00,BREAKFAST,False,DOUBLE
835,2023-06-17T15:30:00+00:00,2023-06-24T09:35:00+00:00,2,0,3456,PMI,PMI,2023-06-24T12:20:00+00:00,BER,BER,2023-06-17T18:15:00+00:00,BREAKFAST,False,DOUBLE
580,2023-09-25T07:50:00+00:00,2023-10-01T06:50:00+00:00,2,1,1827,PMI,PMI,2023-10-01T09:15:00+00:00,CGN,CGN,2023-09-25T10:10:00+00:00,BREAKFAST,True,DOUBLE
49,2023-07-18T15:45:00+00:00,2023-07-25T20:05:00+00:00,2,0,1672,PMI,PMI,2023-07-25T22:25:00+00:00,DUS,DUS,2023-07-18T18:15:00+00:00,HALFBOARD,False,DOUBLE
657,2023-07-19T19:00:00+00:00,2023-07-26T20:00:00+00:00,2,0,1894,PMI,PMI,2023-07-26T22:25:00+00:00,CGN,CGN,2023-07-19T21:20:00+00:00,HALFBOARD,False,SUITE
724,2023-08-21T06:45:00+00:00,2023-08-31T15:05:00+00:00,2,1,2442,PMI,PMI,2023-08-31T20:15:00+00:00,FRA,FRA,2023-08-21T14:05:00+00:00,NONE,False,APARTMENT
515,2023-10-06T18:20:00+00:00,2023-10-10T08:55:00+00:00,2,1,1809,PMI,PMI,2023-10-10T11:20:00+00:00,CGN,CGN,2023-10-06T20:40:00+00:00,BREAKFAST,False,SUITE
487,2023-05-30T06:05:00+00:00,2023-06-07T20:45:00+00:00,2,2,2360,PMI,PMI,2023-06-07T22:55:00+00:00,SCN,SCN,2023-05-30T08:10:00+00:00,ALLINCLUSIVE,False,APARTMENT
85,2023-08-17T00:00:00+00:00,2023-08-24T00:00:00+00:00,3,1,3366,PMI,PMI,2023-08-24T20:20:00+00:00,MUC,MUC,2023-08-17T15:30:00+00:00,BREAKFAST,False,SINGLE
681,2023-08-03T00:00:00+00:00,2023-08-16T00:00:00+00:00,2,0,3644,PMI,PMI,2023-08-16T18:20:00+00:00,HAM,HAM,2023-08-03T14:05:00+00:00,ALLINCLUSIVE,False,DOUBLE
75,2023-08-22T00:00:00+00:00,2023-09-01T00:00:00+00:00,2,1,4485,PMI,PMI,2023-09-01T13:15:00+00:00,FRA,FRA,2023-08-22T14:25:00+00:00,HALFBOARD,False,APARTMENT
511,2023-10-15T17:25:00+00:00,2023-10-22T08:55:00+00:00,3,0,1833,PMI,PMI,2023-10-22T11:25:00+00:00,LEJ,LEJ,2023-10-15T19:55:00+00:00,HALFBOARD,False,DOUBLE
173,2023-06-27T00:00:00+00:00,2023-07-01T00:00:00+00:00,2,1,2042,PMI,PMI,2023-07-01T09:15:00+00:00,FMO,FMO,2023-06-27T22:10:00+00:00,BREAKFAST,False,SUITE
773,2023-06-27T00:00:00+00:00,2023-07-01T00:00:00+00:00,2,1,1842,PMI,PMI,2023-07-01T09:15:00+00:00,FMO,FMO,2023-06-27T22:10:00+00:00,BREAKFAST,True,SUITE
265,2023-06-19T00:00:00+00:00,2023-06-27T00:00:00+00:00,2,2,2935,PMI,PMI,2023-06-27T13:50:00+00:00,HAJ,HAJ,2023-06-19T22:15:00+00:00,HALFBOARD,False,APARTMENT
853,2023-07-24T00:00:00+00:00,2023-08-02T00:00:00+00:00,1,2,2528,PMI,PMI,2023-08-02T10:20:00+00:00,CGN,CGN,2023-07-24T21:45:00+00:00,NONE,False,SINGLE
646,2023-07-14T17:45:00+00:00,2023-07-25T08:10:00+00:00,2,2,2560,PMI,PMI,2023-07-25T10:25:00+00:00,MUC,MUC,2023-07-14T19:55:00+00:00,BREAKFAST,False,DOUBLE
613,2023-07-16T16:30:00+00:00,2023-07-27T15:30:00+00:00,2,2,3896,PMI,PMI,2023-07-27T17:40:00+00:00,MUC,MUC,2023-07-16T18:40:00+00:00,NONE,False,SUITE
407,2023-06-06T15:20:00+00:00,2023-06-15T07:50:00+00:00,2,2,2032,PMI,PMI,2023-06-15T10:35:00+00:00,HAM,HAM,2023-06-06T18:05:00+00:00,HALFBOARD,False,APARTMENT
19,2023-06-06T15:20:00+00:00,2023-06-15T07:50:00+00:00,2,2,4224,PMI,PMI,2023-06-15T10:35:00+00:00,HAM,HAM,2023-06-06T18:05:00+00:00,HALFBOARD,False,APARTMENT
934,2023-09-01T00:00:00+00:00,2023-09-15T00:00:00+00:00,2,0,2338,PMI,PMI,2023-09-15T11:30:00+00:00,FRA,FRA,2023-09-01T22:45:00+00:00,NONE,False,APARTMENT
281,2023-08-27T17:25:00+00:00,2023-09-07T09:10:00+00:00,2,0,1552,PMI,PMI,2023-09-07T11:40:00+00:00,LEJ,LEJ,2023-08-27T19:55:00+00:00,BREAKFAST,False,DOUBLE
395,2023-05-03T00:00:00+00:00,2023-05-11T00:00:00+00:00,2,0,1088,PMI,PMI,2023-05-11T11:05:00+00:00,BSL,BSL,2023-05-03T23:45:00+00:00,NONE,False,DOUBLE
848,2023-05-03T00:00:00+00:00,2023-05-11T00:00:00+00:00,2,0,1545,PMI,PMI,2023-05-11T11:05:00+00:00,BSL,BSL,2023-05-03T23:45:00+00:00,BREAKFAST,False,DOUBLE
553,2023-10-07T16:55:00+00:00,2023-10-14T08:15:00+00:00,2,1,2697,PMI,PMI,2023-10-14T10:35:00+00:00,DUS,DUS,2023-10-07T19:20:00+00:00,HALFBOARD,False,APARTMENT
229,2023-03-07T00:00:00+00:00,2023-03-13T00:00:00+00:00,1,0,468,PMI,PMI,2023-03-13T08:40:00+00:00,CGN,CGN,2023-03-07T20:25:00+00:00,BREAKFAST,False,DOUBLE
311,2023-07-11T00:00:00+00:00,2023-07-17T00:00:00+00:00,2,0,1247,PMI,PMI,2023-07-17T11:25:00+00:00,FRA,FRA,2023-07-11T18:35:00+00:00,NONE,False,STUDIO
169,2023-07-27T18:05:00+00:00,2023-08-01T07:10:00+00:00,2,0,3141,PMI,PMI,2023-08-01T09:40:00+00:00,LEJ,LEJ,2023-07-27T20:35:00+00:00,BREAKFAST,False,SUITE
332,2023-06-05T11:15:00+00:00,2023-06-09T08:50:00+00:00,1,1,1350,PMI,PMI,2023-06-09T10:55:00+00:00,FMM,FMM,2023-06-05T13:15:00+00:00,ALLINCLUSIVE,False,DELUXE
749,2023-04-10T05:55:00+00:00,2023-04-15T09:05:00+00:00,2,2,1708,PMI,PMI,2023-04-15T11:10:00+00:00,MUC,MUC,2023-04-10T08:05:00+00:00,NONE,False,APARTMENT
529,2023-09-23T00:00:00+00:00,2023-09-30T00:00:00+00:00,2,0,1319,PMI,PMI,2023-09-30T20:15:00+00:00,FRA,FRA,2023-09-23T11:55:00+00:00,BREAKFAST,False,DOUBLE
824,2023-09-11T19:10:00+00:00,2023-09-25T07:10:00+00:00,2,0,4466,PMI,PMI,2023-09-25T10:05:00+00:00,BER,BER,2023-09-11T21:55:00+00:00,HALFBOARD,False,DOUBLE
374,2023-06-07T00:00:00+00:00,2023-06-13T00:00:00+00:00,3,0,3175,PMI,PMI,2023-06-14T00:45:00+00:00,NUE,NUE,2023-06-07T15:35:00+00:00,HALFBOARD,False,SINGLE
240,2023-05-27T00:00:00+00:00,2023-06-03T00:00:00+00:00,2,0,2048,PMI,PMI,2023-06-03T20:20:00+00:00,BER,BER,2023-05-27T09:00:00+00:00,HALFBOARD,False,DOUBLE
763,2023-02-20T00:00:00+00:00,2023-02-24T00:00:00+00:00,1,1,1075,PMI,PMI,2023-02-24T10:45:00+00:00,NUE,NUE,2023-02-20T20:50:00+00:00,ALLINCLUSIVE,False,SUITE
